100	1	500	 26	18 	9610614.692 
100	1	1000	 198	18 	7945352.301 
100	1	2000	 263	18 	10220607.744 
100	2	500	 26	24 	10985955.534 
100	2	1000	 198	24 	6578657.395 
100	2	2000	 263	24 	8912433.507 
100	3	500	 26	36 	9213923.308 
100	3	1000	 198	36 	9913986.619 
100	3	2000	 263	36 	5477499.415 
100	4	500	 26	132 	7205043.564 
100	4	1000	 198	132 	5051937.194 
100	4	2000	 263	132 	5109028.035 
100	5	500	 26	144 	7727159.515 
100	5	1000	 198	144 	4959539.981 
100	5	2000	 263	144 	4524960.181 
100	6	500	 26	234 	6357479.046 
100	6	1000	 198	234 	2571905.032 
100	6	2000	 263	234 	2741345.658 
100	7	500	 26	239 	6737889.212 
100	7	1000	 198	239 	2915715.716 
100	7	2000	 263	239 	2587236.063 
100	8	500	 26	248 	6371508.956 
100	8	1000	 198	248 	2406701.423 
100	8	2000	 263	248 	3706764.754 
100	9	500	 26	322 	6385607.529 
100	9	1000	 198	322 	2590418.465 
100	9	2000	 263	322 	2043148.824 
100	10	500	 26	356 	6387296.602 
100	10	1000	 198	356 	2397103.557 
100	10	2000	 263	356 	2060221.454 
100	11	500	 26	457 	6422983.079 
100	11	1000	 198	457 	2368643.187 
100	11	2000	 263	457 	2297141.232 
100	12	500	 26	569 	6446220.432 
100	12	1000	 198	569 	2349835.676 
100	12	2000	 263	569 	2049192.850 
100	13	500	 26	585 	6458369.319 
100	13	1000	 198	585 	2344327.801 
100	13	2000	 263	585 	2036342.765 
100	14	500	 26	676 	6434603.521 
100	14	1000	 198	676 	2345144.568 
100	14	2000	 263	676 	2047492.203 
100	15	500	 26	686 	6458575.143 
100	15	1000	 198	686 	2356766.809 
100	15	2000	 263	686 	2036448.260 
100	16	500	 26	701 	6449979.988 
100	16	1000	 198	701 	2450026.702 
100	16	2000	 263	701 	2036543.817 
100	17	500	 26	710 	6397464.625 
100	17	1000	 198	710 	2344394.986 
100	17	2000	 263	710 	2037778.716 
100	18	500	 26	726 	6460411.086 
100	18	1000	 198	726 	2343979.392 
100	18	2000	 263	726 	2036781.145 
100	19	500	 26	742 	6453873.913 
100	19	1000	 198	742 	2344782.158 
100	19	2000	 263	742 	2041175.428 
100	20	500	 26	746 	6444968.872 
100	20	1000	 198	746 	2345823.938 
100	20	2000	 263	746 	2071610.493 
100	21	500	 26	795 	6372830.962 
100	21	1000	 198	795 	2355533.514 
100	21	2000	 263	795 	2042974.691 
100	22	500	 26	812 	6464045.523 
100	22	1000	 198	812 	2344398.661 
100	22	2000	 263	812 	2181465.431 
100	23	500	 26	869 	6433842.685 
100	23	1000	 198	869 	2345642.068 
100	23	2000	 263	869 	2036888.545 
100	24	500	 26	881 	6405533.753 
100	24	1000	 198	881 	2361314.425 
100	24	2000	 263	881 	2047699.148 
100	25	500	 26	933 	6449111.240 
100	25	1000	 198	933 	2344032.946 
100	25	2000	 263	933 	2037031.661 
100	26	500	 26	1014 	6451996.695 
100	26	1000	 198	1014 	2381391.977 
100	26	2000	 263	1014 	2037816.230 
100	27	500	 26	1116 	6454369.450 
100	27	1000	 198	1116 	2346100.404 
100	27	2000	 263	1116 	2052705.295 
100	28	500	 26	1138 	6455723.558 
100	28	1000	 198	1138 	2344640.068 
100	28	2000	 263	1138 	2036473.224 
100	29	500	 26	1269 	6453975.222 
100	29	1000	 198	1269 	2345680.565 
100	29	2000	 263	1269 	2037725.468 
100	30	500	 26	1283 	6467343.820 
100	30	1000	 198	1283 	2345698.058 
100	30	2000	 263	1283 	2037297.845 
100	31	500	 26	1308 	6465040.969 
100	31	1000	 198	1308 	2347797.622 
100	31	2000	 263	1308 	2037951.893 
100	32	500	 26	1370 	6440993.478 
100	32	1000	 198	1370 	2345033.169 
100	32	2000	 263	1370 	2037549.884 
100	33	500	 26	1426 	6454147.475 
100	33	1000	 198	1426 	2344033.597 
100	33	2000	 263	1426 	2036407.882 
100	34	500	 26	1507 	6462800.966 
100	34	1000	 198	1507 	2345464.886 
100	34	2000	 263	1507 	2037092.765 
100	35	500	 26	1512 	6465530.851 
100	35	1000	 198	1512 	2352370.403 
100	35	2000	 263	1512 	2037757.811 
100	36	500	 26	1568 	6458576.230 
100	36	1000	 198	1568 	2344412.200 
100	36	2000	 263	1568 	2039126.332 
100	37	500	 26	1576 	6467674.984 
100	37	1000	 198	1576 	2346146.613 
100	37	2000	 263	1576 	2036842.754 
100	38	500	 26	1585 	6459518.905 
100	38	1000	 198	1585 	2346781.108 
100	38	2000	 263	1585 	2037467.004 
100	39	500	 26	1601 	6454252.121 
100	39	1000	 198	1601 	2344935.692 
100	39	2000	 263	1601 	2037684.012 
100	40	500	 26	1631 	6458623.917 
100	40	1000	 198	1631 	2345060.032 
100	40	2000	 263	1631 	2036424.502 
100	41	500	 26	1648 	6450536.700 
100	41	1000	 198	1648 	2346918.934 
100	41	2000	 263	1648 	2037915.345 
100	42	500	 26	1662 	6462172.437 
100	42	1000	 198	1662 	2346356.193 
100	42	2000	 263	1662 	2036878.028 
100	43	500	 26	1700 	6469163.838 
100	43	1000	 198	1700 	2345764.659 
100	43	2000	 263	1700 	2038093.191 
100	44	500	 26	1769 	6453560.147 
100	44	1000	 198	1769 	2346841.538 
100	44	2000	 263	1769 	2038194.140 
100	45	500	 26	1873 	6469519.953 
100	45	1000	 198	1873 	2346886.601 
100	45	2000	 263	1873 	2038043.980 
100	46	500	 26	1887 	6461252.398 
100	46	1000	 198	1887 	2347087.987 
100	46	2000	 263	1887 	2037312.256 
100	47	500	 26	1965 	6468764.013 
100	47	1000	 198	1965 	2347025.108 
100	47	2000	 263	1965 	2036476.753 
100	48	500	 26	1969 	6470554.297 
100	48	1000	 198	1969 	2346052.389 
100	48	2000	 263	1969 	2038408.882 
100	49	500	 26	2049 	6462025.083 
100	49	1000	 198	2049 	2347027.817 
100	49	2000	 263	2049 	2038419.313 
100	50	500	 26	2081 	6470751.838 
100	50	1000	 198	2081 	2347274.904 
100	50	2000	 263	2081 	2038465.330 
100	51	500	 26	2222 	6471286.989 
100	51	1000	 198	2222 	2347199.578 
100	51	2000	 263	2222 	2038469.228 
100	52	500	 26	2238 	6470969.588 
100	52	1000	 198	2238 	2346594.864 
100	52	2000	 263	2238 	2037779.792 
100	53	500	 26	2283 	6463329.706 
100	53	1000	 198	2283 	2346322.260 
100	53	2000	 263	2283 	2038482.545 
100	54	500	 26	2315 	6471116.639 
100	54	1000	 198	2315 	2347422.919 
100	54	2000	 263	2315 	2038175.443 
100	55	500	 26	2350 	6469962.543 
100	55	1000	 198	2350 	2346082.918 
100	55	2000	 263	2350 	2038491.448 
100	56	500	 26	2364 	6470845.340 
100	56	1000	 198	2364 	2347412.174 
100	56	2000	 263	2364 	2038456.994 
100	57	500	 26	2437 	6470974.559 
100	57	1000	 198	2437 	2347519.569 
100	57	2000	 263	2437 	2038637.868 
100	58	500	 26	2475 	6467322.124 
100	58	1000	 198	2475 	2347537.441 
100	58	2000	 263	2475 	2038565.126 
100	59	500	 26	2593 	6471467.194 
100	59	1000	 198	2593 	2347638.085 
100	59	2000	 263	2593 	2038529.169 
100	60	500	 26	2626 	6471003.874 
100	60	1000	 198	2626 	2346384.666 
100	60	2000	 263	2626 	2038462.358 
100	61	500	 26	2698 	6470831.161 
100	61	1000	 198	2698 	2347731.594 
100	61	2000	 263	2698 	2038783.812 
100	62	500	 26	2702 	6472477.958 
100	62	1000	 198	2702 	2347507.213 
100	62	2000	 263	2702 	2037915.249 
100	63	500	 26	2743 	6471664.141 
100	63	1000	 198	2743 	2347555.671 
100	63	2000	 263	2743 	2038431.152 
100	64	500	 26	2883 	6472421.794 
100	64	1000	 198	2883 	2347796.961 
100	64	2000	 263	2883 	2038797.646 
100	65	500	 26	3009 	6470083.656 
100	65	1000	 198	3009 	2347007.048 
100	65	2000	 263	3009 	2038415.819 
100	66	500	 26	3020 	6470430.958 
100	66	1000	 198	3020 	2346455.306 
100	66	2000	 263	3020 	2038434.750 
100	67	500	 26	3059 	6469588.629 
100	67	1000	 198	3059 	2347138.304 
100	67	2000	 263	3059 	2038229.790 
100	68	500	 26	3155 	6466856.050 
100	68	1000	 198	3155 	2347208.921 
100	68	2000	 263	3155 	2038467.641 
100	69	500	 26	3231 	6470637.766 
100	69	1000	 198	3231 	2347485.541 
100	69	2000	 263	3231 	2038388.984 
100	70	500	 26	3381 	6468465.757 
100	70	1000	 198	3381 	2346996.989 
100	70	2000	 263	3381 	2038492.066 
100	71	500	 26	3396 	6470569.069 
100	71	1000	 198	3396 	2347327.221 
100	71	2000	 263	3396 	2038522.332 
100	72	500	 26	3423 	6471066.667 
100	72	1000	 198	3423 	2347280.602 
100	72	2000	 263	3423 	2038505.334 
100	73	500	 26	3476 	6470663.868 
100	73	1000	 198	3476 	2347168.513 
100	73	2000	 263	3476 	2038436.568 
100	74	500	 26	3566 	6470641.531 
100	74	1000	 198	3566 	2347415.678 
100	74	2000	 263	3566 	2038465.417 
100	75	500	 26	3579 	6471056.685 
100	75	1000	 198	3579 	2347300.058 
100	75	2000	 263	3579 	2038497.608 
100	76	500	 26	3606 	6471201.267 
100	76	1000	 198	3606 	2347485.101 
100	76	2000	 263	3606 	2038614.605 
100	77	500	 26	3685 	6470198.935 
100	77	1000	 198	3685 	2347274.523 
100	77	2000	 263	3685 	2038394.968 
100	78	500	 26	3737 	6470213.898 
100	78	1000	 198	3737 	2347347.009 
100	78	2000	 263	3737 	2038490.570 
100	79	500	 26	3766 	6470615.078 
100	79	1000	 198	3766 	2347274.401 
100	79	2000	 263	3766 	2038407.482 
100	80	500	 26	3781 	6471005.559 
100	80	1000	 198	3781 	2347351.009 
100	80	2000	 263	3781 	2038351.228 
100	81	500	 26	3793 	6470430.934 
100	81	1000	 198	3793 	2347230.843 
100	81	2000	 263	3793 	2038440.968 
100	82	500	 26	3846 	6470829.164 
100	82	1000	 198	3846 	2347350.205 
100	82	2000	 263	3846 	2038483.386 
100	83	500	 26	3939 	6470868.101 
100	83	1000	 198	3939 	2347233.370 
100	83	2000	 263	3939 	2038420.952 
100	84	500	 26	3954 	6470818.319 
100	84	1000	 198	3954 	2347295.643 
100	84	2000	 263	3954 	2038543.939 
100	85	500	 26	3956 	6471260.685 
100	85	1000	 198	3956 	2347362.313 
100	85	2000	 263	3956 	2038602.962 
100	86	500	 26	4104 	6470185.592 
100	86	1000	 198	4104 	2347345.561 
100	86	2000	 263	4104 	2038500.641 
100	87	500	 26	4109 	6470827.899 
100	87	1000	 198	4109 	2347442.401 
100	87	2000	 263	4109 	2038583.848 
100	88	500	 26	4193 	6471202.096 
100	88	1000	 198	4193 	2347457.864 
100	88	2000	 263	4193 	2038518.131 
100	89	500	 26	4237 	6471466.110 
100	89	1000	 198	4237 	2347384.697 
100	89	2000	 263	4237 	2038514.527 
100	90	500	 26	4287 	6471255.660 
100	90	1000	 198	4287 	2347356.858 
100	90	2000	 263	4287 	2038646.346 
100	91	500	 26	4349 	6471288.000 
100	91	1000	 198	4349 	2347569.111 
100	91	2000	 263	4349 	2038666.923 
100	92	500	 26	4356 	6471108.125 
100	92	1000	 198	4356 	2347574.112 
100	92	2000	 263	4356 	2038554.840 
100	93	500	 26	4360 	6471199.774 
100	93	1000	 198	4360 	2347508.092 
100	93	2000	 263	4360 	2038514.153 
100	94	500	 26	4396 	6471155.491 
100	94	1000	 198	4396 	2347459.823 
100	94	2000	 263	4396 	2038700.647 
100	95	500	 26	4448 	6470505.366 
100	95	1000	 198	4448 	2347238.147 
100	95	2000	 263	4448 	2038364.917 
100	96	500	 26	4492 	6470318.888 
100	96	1000	 198	4492 	2347382.532 
100	96	2000	 263	4492 	2038318.878 
100	97	500	 26	4501 	6470464.900 
